Q2_1,Q4_3,Q5,Q7,Q10_1,Q10_2,Q10_3,Q16,Q20,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,age,education,race,gender,income,voter_category
1,3,1,1,2,1,1,2,1,,,,,,,,,,78,High school or less,White,Female,Less than $40k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,36,High school or less,White,Male,$40-75k,sporadic
2,3,2,2,2,2,2,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51,College,White,Male,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,26,College,Black,Female,$40-75k,always
1,3,1,1,2,2,2,1,1,,,,,,,,,,53,College,White,Female,$125k or more,always
1,2,1,1,2,2,2,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,39,Some college,Black,Female,Less than $40k,sporadic
1,3,1,1,2,2,2,2,1,,,,,,,,,,61,College,White,Female,$75-125k,sporadic
1,1,1,1,1,2,1,1,1,,,,,,,,,,37,High school or less,Hispanic,Female,Less than $40k,sporadic
3,3,2,1,2,2,2,1,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36,College,White,Male,$125k or more,rarely/never
1,4,1,1,2,1,2,2,1,,,,,,,,,,42,Some college,White,Female,$75-125k,sporadic
1,2,1,1,2,1,2,2,1,,,,,,,,,,59,College,Black,Female,$40-75k,sporadic
1,2,1,1,1,2,2,2,1,,,,,,,,,,42,College,Hispanic,Male,$40-75k,sporadic
1,4,2,1,2,2,2,1,1,,,,,,,,,,55,High school or less,Hispanic,Female,$40-75k,sporadic
2,3,1,2,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,37,Some college,White,Female,$75-125k,rarely/never
1,2,1,1,2,2,2,2,1,,,,,,,,,,66,College,White,Female,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,66,Some college,Hispanic,Male,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,65,High school or less,White,Female,$75-125k,always
1,4,1,1,2,2,2,1,1,,,,,,,,,,49,High school or less,White,Female,$125k or more,sporadic
2,3,1,1,2,2,2,-1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33,High school or less,White,Female,$75-125k,rarely/never
2,1,2,1,2,2,2,1,1,,,,,,,,,,34,High school or less,White,Female,$75-125k,sporadic
2,2,1,1,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,37,High school or less,White,Female,Less than $40k,rarely/never
1,2,1,1,2,2,2,1,1,,,,,,,,,,71,College,Other/Mixed,Male,$125k or more,sporadic
1,1,1,1,2,1,2,1,1,,,,,,,,,,65,College,White,Female,$125k or more,always
4,4,2,2,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,24,High school or less,Hispanic,Female,Less than $40k,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,61,College,White,Male,$75-125k,always
1,1,1,2,2,2,1,2,1,,,,,,,,,,71,Some college,White,Female,$75-125k,always
1,2,1,1,2,2,2,4,1,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,25,Some college,Hispanic,Male,$75-125k,rarely/never
2,4,2,1,2,2,1,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31,College,Other/Mixed,Male,Less than $40k,rarely/never
1,1,2,1,2,2,2,1,1,,,,,,,,,,44,College,Other/Mixed,Male,$75-125k,rarely/never
4,3,1,1,2,2,2,2,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40,College,Other/Mixed,Male,$125k or more,rarely/never
1,1,1,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29,College,Hispanic,Male,$75-125k,rarely/never
1,3,-1,2,2,2,2,1,1,,,,,,,,,,66,High school or less,White,Female,Less than $40k,rarely/never
1,3,2,1,2,2,2,1,1,,,,,,,,,,42,Some college,Hispanic,Female,$75-125k,rarely/never
1,1,1,1,2,1,1,2,1,,,,,,,,,,61,High school or less,White,Female,Less than $40k,rarely/never
1,1,1,2,2,2,2,2,1,,,,,,,,,,56,College,Black,Female,$75-125k,always
1,1,2,1,2,2,2,1,2,,,,,,,,,,28,High school or less,Hispanic,Female,Less than $40k,rarely/never
1,2,1,1,1,2,1,2,1,,,,,,,,,,69,College,Other/Mixed,Female,$125k or more,sporadic
1,4,2,1,2,2,2,2,1,,,,,,,,,,41,High school or less,Black,Female,$40-75k,sporadic
2,1,1,1,2,2,2,1,1,,,,,,,,,,40,College,Other/Mixed,Male,$75-125k,sporadic
1,2,1,2,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67,High school or less,White,Male,Less than $40k,rarely/never
1,1,2,1,2,2,1,1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65,High school or less,Other/Mixed,Female,Less than $40k,rarely/never
1,3,1,1,2,1,2,1,1,,,,,,,,,,52,College,Hispanic,Female,$40-75k,sporadic
3,2,1,1,1,2,1,4,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,58,High school or less,White,Female,Less than $40k,rarely/never
1,1,2,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82,High school or less,Hispanic,Male,Less than $40k,sporadic
1,2,1,2,2,2,2,1,1,,,,,,,,,,68,High school or less,White,Female,$40-75k,sporadic
1,1,1,1,2,1,2,4,1,,,,,,,,,,71,Some college,White,Female,$40-75k,always
1,2,2,1,2,1,2,1,1,,,,,,,,,,31,Some college,White,Male,Less than $40k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,50,College,White,Female,Less than $40k,sporadic
1,2,1,1,1,1,2,3,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46,High school or less,Hispanic,Male,Less than $40k,rarely/never
1,2,1,1,2,1,2,3,1,,,,,,,,,,49,College,White,Female,$40-75k,sporadic
1,1,1,1,2,2,2,3,1,,,,,,,,,,55,Some college,Hispanic,Female,$125k or more,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,48,High school or less,Hispanic,Male,$75-125k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,66,Some college,Hispanic,Female,Less than $40k,sporadic
1,2,1,2,2,2,2,1,1,,,,,,,,,,73,Some college,White,Female,$75-125k,always
1,1,1,1,2,2,2,2,1,,,,,,,,,,42,College,Hispanic,Female,$125k or more,sporadic
1,2,1,1,2,2,1,1,1,,,,,,,,,,40,High school or less,White,Female,$40-75k,rarely/never
2,3,-1,2,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40,High school or less,Hispanic,Male,Less than $40k,rarely/never
4,1,2,1,2,2,2,2,1,,,,,,,,,,50,Some college,White,Male,$125k or more,sporadic
1,2,1,2,2,2,2,1,1,,,,,,,,,,49,High school or less,White,Male,$75-125k,rarely/never
4,4,1,1,2,2,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,24,Some college,Hispanic,Female,Less than $40k,rarely/never
1,3,1,1,1,2,1,2,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65,High school or less,Black,Female,Less than $40k,rarely/never
1,1,1,2,2,1,1,1,1,,,,,,,,,,71,College,White,Male,$75-125k,always
1,1,1,2,2,1,2,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27,High school or less,Hispanic,Male,Less than $40k,rarely/never
1,1,1,1,2,2,2,4,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,35,High school or less,Black,Female,Less than $40k,rarely/never
1,4,1,1,2,1,1,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,54,High school or less,Hispanic,Male,Less than $40k,sporadic
1,2,1,1,2,2,1,2,1,,,,,,,,,,83,College,White,Male,$75-125k,always
1,3,1,1,2,1,2,4,1,,,,,,,,,,77,Some college,White,Male,Less than $40k,sporadic
1,3,1,1,2,2,2,2,1,,,,,,,,,,31,Some college,White,Female,$40-75k,sporadic
1,1,1,1,2,2,1,2,1,,,,,,,,,,72,High school or less,Hispanic,Male,$40-75k,always
1,1,1,1,2,2,2,2,1,,,,,,,,,,38,College,Hispanic,Male,$40-75k,sporadic
1,3,1,2,1,2,1,1,1,,,,,,,,,,58,College,Hispanic,Female,$125k or more,sporadic
2,1,2,2,2,2,1,1,1,,,,,,,,,,23,Some college,White,Male,$125k or more,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,50,College,Other/Mixed,Male,$40-75k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,41,Some college,White,Male,$75-125k,sporadic
1,3,1,2,2,1,2,1,1,,,,,,,,,,67,College,White,Male,$125k or more,always
1,1,1,1,2,2,2,3,1,,,,,,,,,,37,College,White,Male,$40-75k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,42,Some college,White,Male,$75-125k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,73,High school or less,White,Female,$125k or more,sporadic
1,2,1,1,2,2,2,3,1,,,,,,,,,,27,College,Black,Female,$40-75k,rarely/never
2,4,2,1,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29,Some college,Black,Male,$40-75k,sporadic
1,1,1,1,2,1,2,3,1,,,,,,,,,,50,Some college,Black,Female,$75-125k,sporadic
2,1,2,1,2,1,2,1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,37,High school or less,White,Male,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,32,College,Black,Male,$125k or more,sporadic
1,3,1,1,2,2,2,2,1,,,,,,,,,,29,College,White,Male,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,38,Some college,White,Female,$75-125k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,37,College,White,Female,$75-125k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,33,College,Other/Mixed,Female,$125k or more,rarely/never
1,3,1,1,2,2,2,1,1,,,,,,,,,,52,Some college,White,Male,$75-125k,sporadic
2,2,2,1,1,1,1,1,1,,,,,,,,,,55,High school or less,White,Female,$40-75k,sporadic
1,1,1,1,2,2,2,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55,High school or less,Hispanic,Female,Less than $40k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,54,College,White,Male,$125k or more,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,28,College,White,Male,$125k or more,sporadic
1,2,2,1,2,2,2,1,1,,,,,,,,,,75,College,White,Female,Less than $40k,sporadic
1,1,1,1,2,2,2,2,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53,Some college,Black,Female,Less than $40k,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,45,College,Black,Male,$75-125k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,64,Some college,Hispanic,Male,$75-125k,sporadic
2,1,2,1,2,2,2,4,1,,,,,,,,,,35,College,Black,Male,$75-125k,rarely/never
1,2,1,1,2,2,2,2,1,,,,,,,,,,63,College,Hispanic,Male,Less than $40k,sporadic
1,1,1,1,2,1,2,1,1,,,,,,,,,,44,High school or less,Black,Female,$125k or more,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,36,College,White,Male,$125k or more,rarely/never
1,3,1,1,2,2,2,2,1,,,,,,,,,,29,College,Other/Mixed,Male,$40-75k,always
4,1,2,1,2,2,2,2,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,27,High school or less,White,Female,$40-75k,rarely/never
1,2,1,1,2,2,1,2,1,,,,,,,,,,60,College,White,Male,$125k or more,sporadic
1,1,1,1,2,1,2,3,1,,,,,,,,,,70,High school or less,White,Female,$75-125k,always
2,3,2,1,2,2,2,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39,College,White,Female,$75-125k,rarely/never
1,1,1,1,2,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62,High school or less,Hispanic,Female,Less than $40k,sporadic
1,1,1,1,2,1,2,1,1,,,,,,,,,,77,College,White,Female,$40-75k,always
1,4,1,1,2,2,2,3,1,,,,,,,,,,41,College,White,Male,$125k or more,sporadic
1,3,2,1,2,2,2,1,1,,,,,,,,,,61,High school or less,White,Male,$40-75k,always
4,3,1,1,2,1,2,1,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71,High school or less,Black,Male,Less than $40k,sporadic
2,2,2,1,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,44,Some college,White,Male,$75-125k,rarely/never
1,3,1,1,2,2,2,1,1,,,,,,,,,,50,High school or less,Black,Female,Less than $40k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,50,College,Hispanic,Male,$125k or more,always
1,2,1,1,2,1,2,1,1,,,,,,,,,,60,Some college,Hispanic,Male,$75-125k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,29,College,White,Male,$75-125k,always
1,2,2,1,2,2,2,2,1,,,,,,,,,,71,Some college,White,Male,$40-75k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,55,College,Black,Male,$125k or more,sporadic
2,1,1,1,2,2,2,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,25,High school or less,Hispanic,Female,Less than $40k,rarely/never
1,2,1,1,2,2,2,3,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25,High school or less,Other/Mixed,Female,Less than $40k,rarely/never
2,1,2,1,2,2,1,1,1,,,,,,,,,,54,College,Hispanic,Female,$40-75k,rarely/never
1,1,1,1,1,1,1,1,1,,,,,,,,,,59,College,Black,Female,Less than $40k,always
1,4,1,1,1,1,1,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,35,High school or less,White,Female,Less than $40k,rarely/never
-1,2,1,1,2,2,1,2,1,,,,,,,,,,72,High school or less,White,Male,$40-75k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,51,College,Black,Female,$75-125k,sporadic
1,4,1,1,2,2,1,2,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,72,High school or less,White,Female,$125k or more,rarely/never
1,2,1,1,1,1,1,1,1,,,,,,,,,,53,Some college,Black,Male,Less than $40k,sporadic
2,1,2,1,2,2,2,3,1,,,,,,,,,,34,High school or less,Black,Male,$40-75k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,68,Some college,White,Female,$75-125k,sporadic
1,1,1,1,2,2,2,2,1,,,,,,,,,,65,Some college,Black,Female,$75-125k,sporadic
1,1,1,2,2,2,2,1,1,,,,,,,,,,55,College,White,Male,$125k or more,sporadic
1,1,1,1,2,2,1,3,1,,,,,,,,,,71,Some college,Black,Male,Less than $40k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,49,College,Black,Male,$125k or more,sporadic
1,2,1,2,2,2,2,2,1,,,,,,,,,,71,College,Black,Female,Less than $40k,always
1,1,1,1,2,2,1,2,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54,High school or less,White,Male,Less than $40k,rarely/never
1,1,1,1,2,2,1,2,1,,,,,,,,,,36,Some college,Hispanic,Female,Less than $40k,sporadic
1,1,1,1,2,2,1,2,1,,,,,,,,,,77,College,White,Male,$40-75k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,70,College,White,Female,Less than $40k,sporadic
2,1,2,1,2,2,2,1,1,,,,,,,,,,42,High school or less,White,Male,$40-75k,sporadic
1,3,2,1,2,2,1,2,1,,,,,,,,,,74,High school or less,White,Male,Less than $40k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,40,Some college,White,Male,$75-125k,always
2,3,1,1,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43,College,Hispanic,Male,$75-125k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,61,High school or less,White,Female,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54,College,Hispanic,Female,$40-75k,sporadic
2,2,2,1,2,2,2,1,1,,,,,,,,,,42,High school or less,Hispanic,Female,$40-75k,sporadic
1,2,1,1,1,2,1,4,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62,High school or less,Black,Male,Less than $40k,rarely/never
1,3,1,2,2,2,2,1,1,,,,,,,,,,35,College,White,Male,$125k or more,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,45,College,White,Female,$125k or more,sporadic
1,1,1,1,2,1,2,3,1,,,,,,,,,,57,College,Hispanic,Male,$75-125k,sporadic
1,2,1,2,2,2,2,1,1,,,,,,,,,,79,College,White,Male,$125k or more,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,80,College,White,Female,$75-125k,always
1,1,2,2,2,2,2,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,38,Some college,Hispanic,Male,$75-125k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,40,High school or less,Hispanic,Female,$40-75k,sporadic
1,4,1,1,2,2,1,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,22,Some college,Hispanic,Male,$75-125k,rarely/never
1,2,1,1,2,2,2,3,1,,,,,,,,,,53,College,Other/Mixed,Female,$125k or more,sporadic
1,2,1,1,2,2,2,1,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,37,Some college,Hispanic,Male,$75-125k,sporadic
1,1,1,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37,High school or less,Black,Female,Less than $40k,sporadic
1,2,1,2,1,2,1,2,1,,,,,,,,,,51,Some college,White,Female,$40-75k,sporadic
1,1,1,1,2,1,1,1,1,,,,,,,,,,69,Some college,White,Female,$125k or more,always
1,2,1,1,2,2,2,2,1,,,,,,,,,,36,College,Hispanic,Female,$75-125k,sporadic
1,1,1,1,2,1,1,2,1,,,,,,,,,,39,High school or less,White,Male,Less than $40k,sporadic
2,1,1,1,2,2,2,2,1,,,,,,,,,,42,College,White,Male,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,55,Some college,White,Female,$75-125k,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,26,College,White,Male,$75-125k,always
2,2,1,1,2,2,2,1,1,,,,,,,,,,49,College,Black,Male,$75-125k,sporadic
1,2,1,1,2,2,1,2,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,27,Some college,Hispanic,Female,Less than $40k,rarely/never
1,3,1,2,2,2,2,1,1,,,,,,,,,,49,Some college,White,Male,$125k or more,rarely/never
1,2,1,1,2,2,2,1,1,,,,,,,,,,69,High school or less,White,Male,$75-125k,sporadic
1,3,2,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44,Some college,White,Male,$40-75k,sporadic
2,3,1,1,2,2,2,2,1,,,,,,,,,,34,High school or less,White,Female,$40-75k,sporadic
1,2,1,1,2,2,1,3,2,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43,College,Black,Male,$75-125k,rarely/never
1,1,1,1,2,2,2,4,1,,,,,,,,,,24,College,Black,Female,$125k or more,always
1,1,1,1,2,2,1,3,1,,,,,,,,,,38,College,White,Male,$40-75k,sporadic
1,1,1,1,2,1,2,1,1,,,,,,,,,,36,College,Hispanic,Male,$75-125k,rarely/never
1,1,1,1,2,2,2,2,1,,,,,,,,,,31,College,Hispanic,Male,$75-125k,sporadic
1,1,1,1,2,2,2,3,1,,,,,,,,,,60,Some college,Black,Male,Less than $40k,always
1,3,1,2,2,2,2,1,1,,,,,,,,,,69,College,White,Male,$75-125k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,56,College,White,Female,$125k or more,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,62,High school or less,White,Female,Less than $40k,sporadic
1,3,1,1,2,2,2,1,1,,,,,,,,,,56,Some college,Black,Female,$125k or more,always
1,2,1,2,2,2,2,1,1,,,,,,,,,,39,College,Hispanic,Male,$125k or more,always
1,1,1,1,2,2,2,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68,Some college,Hispanic,Male,Less than $40k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,50,Some college,White,Male,$40-75k,always
2,2,1,1,2,2,2,2,1,,,,,,,,,,38,College,Other/Mixed,Female,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,57,Some college,White,Female,$75-125k,sporadic
1,1,1,1,2,2,1,1,1,,,,,,,,,,79,High school or less,White,Male,$125k or more,sporadic
2,3,2,1,1,2,2,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,29,High school or less,White,Female,Less than $40k,sporadic
1,2,1,2,2,2,1,1,1,,,,,,,,,,60,College,White,Male,$125k or more,sporadic
1,2,1,1,2,2,2,1,1,,,,,,,,,,33,College,Hispanic,Male,$125k or more,sporadic
1,2,2,1,2,2,2,1,1,,,,,,,,,,27,College,White,Female,$75-125k,always
1,2,1,2,2,2,2,2,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,36,Some college,White,Male,$75-125k,rarely/never
1,2,1,1,2,2,2,1,1,,,,,,,,,,77,High school or less,Other/Mixed,Female,$40-75k,sporadic
1,3,1,1,2,2,2,2,1,,,,,,,,,,54,College,White,Female,$75-125k,sporadic
1,1,1,-1,2,1,2,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,28,Some college,White,Female,$40-75k,rarely/never
4,2,1,1,1,1,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48,High school or less,Black,Male,Less than $40k,rarely/never
1,4,1,1,2,2,2,1,1,,,,,,,,,,24,High school or less,Hispanic,Male,$75-125k,rarely/never
1,2,1,1,2,2,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,62,High school or less,White,Female,Less than $40k,rarely/never
1,2,1,1,2,1,1,1,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49,High school or less,Black,Male,Less than $40k,rarely/never
1,1,1,1,1,1,1,2,1,,,,,,,,,,67,Some college,Black,Male,$40-75k,sporadic
2,3,1,2,2,2,2,2,1,,,,,,,,,,42,Some college,Black,Male,$75-125k,rarely/never
1,2,1,1,2,1,2,1,1,,,,,,,,,,68,High school or less,Hispanic,Male,$40-75k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,42,College,White,Female,$75-125k,rarely/never
1,1,1,2,2,2,2,1,1,,,,,,,,,,39,Some college,White,Female,$125k or more,rarely/never
1,2,2,1,2,2,2,1,1,,,,,,,,,,69,High school or less,White,Female,$40-75k,sporadic
2,1,2,1,2,2,2,3,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,35,Some college,Black,Male,$75-125k,sporadic
1,2,1,1,1,1,2,1,1,,,,,,,,,,65,College,Other/Mixed,Female,$40-75k,always
1,1,1,2,2,2,1,3,1,,,,,,,,,,76,College,White,Male,$75-125k,always
1,1,1,1,2,1,2,3,1,,,,,,,,,,28,Some college,Other/Mixed,Male,Less than $40k,always
1,1,1,1,2,2,1,2,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,26,Some college,Hispanic,Female,Less than $40k,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,34,College,Other/Mixed,Female,$40-75k,always
1,2,2,1,2,2,2,1,1,,,,,,,,,,58,Some college,White,Male,$75-125k,always
1,1,1,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,25,College,Hispanic,Male,$125k or more,rarely/never
1,1,1,1,2,2,2,2,1,,,,,,,,,,42,College,Black,Female,$40-75k,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,55,Some college,White,Female,$75-125k,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,47,College,Hispanic,Female,$125k or more,sporadic
1,2,1,1,2,2,2,3,1,,,,,,,,,,25,College,White,Female,$75-125k,always
1,3,1,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51,High school or less,Hispanic,Female,$75-125k,sporadic
1,2,1,1,2,1,2,1,1,,,,,,,,,,56,College,White,Male,$40-75k,always
1,1,1,1,2,2,2,2,1,,,,,,,,,,69,College,White,Female,$125k or more,sporadic
1,2,1,1,2,2,2,2,1,,,,,,,,,,72,Some college,White,Female,Less than $40k,rarely/never
1,1,1,2,2,2,2,2,1,,,,,,,,,,37,College,White,Male,$75-125k,always
1,2,1,1,2,2,2,1,1,,,,,,,,,,65,Some college,White,Female,$125k or more,rarely/never
1,1,1,1,2,2,2,1,1,,,,,,,,,,44,College,Other/Mixed,Male,$125k or more,sporadic
1,1,1,1,2,2,2,1,1,,,,,,,,,,39,High school or less,Hispanic,Male,Less than $40k,sporadic
1,1,2,1,2,1,1,1,1,,,,,,,,,,27,Some college,Hispanic,Male,Less than $40k,always
3,3,2,1,2,2,2,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,47,Some college,White,Male,Less than $40k,rarely/never
1,2,1,2,2,2,2,1,1,,,,,,,,,,72,College,White,Male,$75-125k,always
1,1,1,1,2,2,2,1,1,,,,,,,,,,58,College,White,Female,$125k or more,sporadic
1,2,2,1,2,2,2,2,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,44,College,Hispanic,Male,$125k or more,sporadic
1,4,1,1,2,2,2,2,1,,,,,,,,,,29,Some college,White,Female,$40-75k,rarely/never
2,2,1,1,2,2,1,3,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23,High school or less,Hispanic,Female,Less than $40k,rarely/never
1,2,1,2,2,2,1,1,1,,,,,,,,,,76,College,Other/Mixed,Male,$125k or more,always
3,1,2,1,2,2,2,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74,High school or less,Hispanic,Male,Less than $40k,rarely/never
1,2,1,1,2,1,2,1,1,,,,,,,,,,43,College,White,Female,$125k or more,sporadic
1,1,1,1,2,2,2,3,1,,,,,,,,,,81,Some college,Black,Female,$40-75k,always
1,1,1,2,2,2,2,1,1,,,,,,,,,,58,College,Hispanic,Male,$125k or more,sporadic
